sample_time,entid,yp,ts,el
2020/9/2 0:00,10538089800,315.1685,376.2505,36.778
2020/9/2 0:00,10538089800,312.687,398.594,36.792
2020/9/2 0:00,10538089800,318.7115,397.107,35.5055
2020/9/2 0:00,10538089800,309.76,390.481,34.6235
2020/9/2 0:00,10538089800,304.536,388.5985,35.0215
2020/9/2 0:00,10538089800,304.3025,392.2675,36.2195
2020/9/2 0:00,10538089800,305.142,378.9235,33.847
2020/9/2 0:00,10538089800,311.9035,394.4615,36.728
2020/9/2 0:00,10538089800,319.4495,391.622,36.927
2020/9/2 0:00,10538089800,307.9125,395.064,35.614
2020/9/2 0:00,10538089800,316.7435,399.271,34.4
2020/9/2 0:00,10538089800,307.4035,398.2415,33.788
2020/9/2 0:00,10538089800,314.9715,394.105,34.289
2020/9/2 0:00,10538089800,293.937,389.5195,35.0505
2020/9/2 0:00,10538089800,315.809,383.0805,37.2415
2020/9/2 0:00,10538089800,317.0325,390.4935,35.7795
2020/9/2 0:00,10538089800,300.0895,385.0535,36.805
2020/9/2 0:00,10538089800,306.6435,375.9625,34.0815
2020/9/2 0:00,10538089800,318.712,385.2765,34.0755
2020/9/2 0:00,10538089800,302.8645,395.6945,34.85
2020/9/2 0:00,10538089800,315.691,387.348,34.8715
2020/9/2 0:00,10538089800,313.982,380.5565,36.452
2020/9/2 0:00,10538089800,292.364,384.4645,35.436
2020/9/2 0:00,10538089800,302.9555,397.558,34.619
2020/9/2 0:00,10538089800,298.2285,380.1115,37.2875
2020/9/2 0:00,10538089800,302.5625,387.916,35.948
2020/9/2 0:00,10538089800,311.296,394.7175,33.844
2020/9/2 0:00,10538089800,304.263,380.6845,36.17
2020/9/2 0:00,10538089800,296.915,383.9765,36.207
2020/9/2 0:00,10538089800,310.168,381.8255,35.4755
2020/9/2 0:00,10538089800,310.1755,398.393,36.973
2020/9/2 0:00,10538089800,293.1945,379.4495,33.914
2020/9/2 0:00,10538089800,298.3885,378.132,34.9905
2020/9/2 0:00,10538089800,296.084,385.1945,35.249
2020/9/2 0:00,10538089800,307.697,376.014,35.4915
2020/9/2 0:00,10538089800,306.024,377.5945,33.9375
2020/9/2 0:00,10538089800,316.2055,401.3315,37.378
2020/9/2 0:00,10538089800,294.3505,376.4295,34.654
2020/9/2 0:00,10538089800,315.3675,385.7625,34.334
