sample_time,entid,yp,ts,el
2020/9/4 0:01,10538175800,241.175,366.988,38.1895
2020/9/4 0:01,10538175800,236.3215,368.495,34.8525
2020/9/4 0:01,10538175800,224.007,352.3495,36.3835
2020/9/4 0:01,10538175800,236.579,356.367,37.8305
2020/9/4 0:01,10538175800,227.954,354.6835,37.9915
2020/9/4 0:01,10538175800,232.091,357.981,37.783
2020/9/4 0:01,10538175800,235.2495,362.178,34.8285
2020/9/4 0:01,10538175800,229.9065,370.6205,34.84
2020/9/4 0:01,10538175800,248.5875,368.871,36.602
2020/9/4 0:01,10538175800,222.651,366.683,35.0255
2020/9/4 0:01,10538175800,246.125,355.71,36.719
2020/9/4 0:01,10538175800,246.971,351.855,36.602
2020/9/4 0:01,10538175800,236.652,353.319,36.8805
2020/9/4 0:01,10538175800,237.2855,353.568,36.81
2020/9/4 0:01,10538175800,236.2705,365.169,34.8625
2020/9/4 0:01,10538175800,237.32,359.9935,35.8325
2020/9/4 0:01,10538175800,249.2085,364.0625,36.882
2020/9/4 0:01,10538175800,227.115,368.442,38.389
2020/9/4 0:01,10538175800,226.5385,357.6085,36.934
2020/9/4 0:01,10538175800,247.715,352.9715,38.214
2020/9/4 0:01,10538175800,249.226,365.406,35.675
2020/9/4 0:01,10538175800,250.133,357.9585,37.387
2020/9/4 0:01,10538175800,233.673,354.2695,37.8595
2020/9/4 0:01,10538175800,244.915,356.0765,35.697
2020/9/4 0:01,10538175800,245.0005,366.7345,36.6365
2020/9/4 0:01,10538175800,238.5945,369.181,37.5165
2020/9/4 0:01,10538175800,240.1425,355.261,36.1795
2020/9/4 0:01,10538175800,239.904,359.1755,38.391
2020/9/4 0:01,10538175800,250.0595,361.405,36.1135
2020/9/4 0:01,10538175800,250.884,361.916,36.3235
2020/9/4 0:01,10538175800,235.4195,353.668,37.7325
2020/9/4 0:01,10538175800,244.106,353.354,34.848
2020/9/4 0:01,10538175800,238.8585,359.813,37.4005
2020/9/4 0:01,10538175800,235.8705,366.619,37.216
2020/9/4 0:01,10538175800,242.2285,365.367,36.274
2020/9/4 0:01,10538175800,243.2165,354.0435,37.1375
2020/9/4 0:01,10538175800,228.523,353.029,35.9145
2020/9/4 0:01,10538175800,229.823,358.1315,34.973
2020/9/4 0:01,10538175800,244.835,364.9585,37.349
2020/9/4 0:01,10538175800,243.2305,364.6165,37.883
2020/9/4 0:01,10538175800,233.1005,356.2515,36.3005
2020/9/4 0:01,10538175800,240.4695,351.9815,36.593
2020/9/4 0:01,10538175800,242.52,366.58,37.659
2020/9/4 0:01,10538175800,250.1275,353.8545,38.4555
2020/9/4 0:01,10538175800,250.3025,358.8845,34.8075
2020/9/4 0:01,10538175800,244.7035,362.59,36.3265
2020/9/4 0:01,10538175800,238.2335,366.024,35.9705
2020/9/4 0:01,10538175800,223.575,358.792,36.0045
2020/9/4 0:01,10538175800,237.404,364.776,37.734
2020/9/4 0:01,10538175800,240.3925,363.745,37.3265
2020/9/4 0:01,10538175800,237.042,368.2125,35.7575
2020/9/4 0:01,10538175800,247.8245,356.9305,37.134
2020/9/4 0:01,10538175800,243.078,359.439,37.5585
2020/9/4 0:01,10538175800,244.9405,361.9485,34.9155
2020/9/4 0:01,10538175800,245.4635,358.3035,37.1625
2020/9/4 0:01,10538175800,248.2005,363,35.963
2020/9/4 0:01,10538175800,224.1695,355.1285,37.4215
2020/9/4 0:01,10538175800,230.4865,360.8185,37.517
