sample_time,entid,yp,ts,el
2020/9/5 0:19,10538183200,433.2209482,493.7544836,26.36077463
2020/9/5 0:19,10538183200,434.7378279,510.3829129,24.16275594
2020/9/5 0:19,10538183200,432.3364673,511.3486535,24.35575072
2020/9/5 0:19,10538183200,424.5461154,495.3774999,27.46055323
2020/9/5 0:19,10538183200,431.0382999,508.8626552,26.72508322
2020/9/5 0:19,10538183200,411.5192998,500.1994826,24.59066634
2020/9/5 0:19,10538183200,437.6592479,519.9832498,24.99699681
2020/9/5 0:19,10538183200,421.2957532,493.8167533,26.18480899
2020/9/5 0:19,10538183200,437.7290042,505.1995075,24.24234284
2020/9/5 0:19,10538183200,416.0581737,495.4743024,25.79087835
2020/9/5 0:19,10538183200,428.1769069,501.285034,25.04744895
2020/9/5 0:19,10538183200,411.359505,499.4358147,27.00828443
2020/9/5 0:19,10538183200,405.0278454,513.4020223,24.95919163
2020/9/5 0:19,10538183200,425.3098279,514.1419888,25.7652529
2020/9/5 0:19,10538183200,407.9340411,522.3880259,25.14976222
2020/9/5 0:19,10538183200,404.0632772,491.8207908,27.82285964
2020/9/5 0:19,10538183200,406.6413054,521.1991592,26.8919545
2020/9/5 0:19,10538183200,416.1265523,499.8723097,27.7453176
2020/9/5 0:19,10538183200,432.4655707,513.9231526,27.75008317
2020/9/5 0:19,10538183200,409.3627949,501.6823669,27.22696287
2020/9/5 0:19,10538183200,407.0441449,491.5378004,25.54565169
2020/9/5 0:19,10538183200,417.7062308,508.8316375,25.22025896
2020/9/5 0:19,10538183200,415.7768525,518.6503285,26.47048624
2020/9/5 0:19,10538183200,402.9425545,509.6627781,27.2514121
2020/9/5 0:19,10538183200,416.3696364,515.540646,25.36198097
2020/9/5 0:19,10538183200,414.9304654,513.4056505,25.58444385
2020/9/5 0:19,10538183200,436.6058175,519.527128,27.45834723
2020/9/5 0:19,10538183200,413.7784429,498.5178907,26.09883388
2020/9/5 0:19,10538183200,403.1945563,488.9392419,26.1478569
2020/9/5 0:19,10538183200,406.8837097,497.667492,27.22708346
2020/9/5 0:19,10538183200,408.3489705,506.5582467,25.04488742
2020/9/5 0:19,10538183200,430.1539165,489.2843168,25.96969834
2020/9/5 0:19,10538183200,408.6885156,495.7827039,26.86235653
2020/9/5 0:19,10538183200,406.7937125,519.6199951,24.4534541
2020/9/5 0:19,10538183200,432.9920271,522.5123639,25.87758831
2020/9/5 0:19,10538183200,400.7968864,513.6474259,24.93428491
2020/9/5 0:19,10538183200,429.443718,493.0039619,25.88616075
2020/9/5 0:19,10538183200,421.4661926,500.6167647,26.88015414
2020/9/5 0:19,10538183200,422.5863092,509.3562816,26.20356153
2020/9/5 0:19,10538183200,421.3007233,488.0741412,26.00963366
2020/9/5 0:19,10538183200,421.8901651,498.6107666,25.11835042
2020/9/5 0:19,10538183200,429.7420847,517.3085495,27.42023903
2020/9/5 0:19,10538183200,403.8853208,517.4276476,27.68802021
2020/9/5 0:19,10538183200,404.9205049,513.405061,25.57344464
2020/9/5 0:19,10538183200,424.679487,523.0127531,27.17606546
2020/9/5 0:19,10538183200,401.6920867,500.4818437,26.39390114
2020/9/5 0:19,10538183200,408.8441138,502.423255,24.72479443
2020/9/5 0:19,10538183200,425.9551706,502.5276911,26.35141178
2020/9/5 0:19,10538183200,437.2406694,513.0396656,24.67250151
2020/9/5 0:19,10538183200,432.2048097,509.9738104,27.27962203
2020/9/5 0:19,10538183200,410.8305735,501.6344768,27.20852049
2020/9/5 0:19,10538183200,413.0328777,489.6002299,24.76528277
2020/9/5 0:19,10538183200,425.945601,507.4343724,27.41021818
2020/9/5 0:19,10538183200,438.6291946,500.3278493,25.68597347
2020/9/5 0:19,10538183200,438.0905251,523.1126068,25.17833084
2020/9/5 0:19,10538183200,404.3533764,512.3726901,24.25178512
2020/9/5 0:19,10538183200,436.041129,519.9900884,26.7509556
2020/9/5 0:19,10538183200,417.5529814,494.2540747,25.96098444
2020/9/5 0:19,10538183200,417.3614279,508.1054815,27.57209725
2020/9/5 0:19,10538183200,431.6351993,519.5064043,27.03019278
2020/9/5 0:19,10538183200,430.818075,512.1832891,27.11222111
2020/9/5 0:19,10538183200,405.9539312,506.5734983,24.52835634
2020/9/5 0:19,10538183200,439.3149516,493.2428456,24.61537877
2020/9/5 0:19,10538183200,437.0271044,507.2972277,25.13163251
2020/9/5 0:19,10538183200,438.9642595,495.6493284,25.82620898
2020/9/5 0:19,10538183200,415.7473962,494.665878,24.4219642
2020/9/5 0:19,10538183200,420.5536816,516.7459076,24.49453081
2020/9/5 0:19,10538183200,404.8398882,498.305995,27.39976525
2020/9/5 0:19,10538183200,430.4068189,495.0902805,25.08285935
2020/9/5 0:19,10538183200,438.5602145,508.3243977,27.06583291
2020/9/5 0:19,10538183200,435.2165966,493.2985332,24.5934466
2020/9/5 0:19,10538183200,429.5001635,510.6181822,26.43981277
2020/9/5 0:19,10538183200,418.482748,491.3023598,27.34470735
2020/9/5 0:19,10538183200,408.1804446,523.8796048,24.50007854
2020/9/5 0:19,10538183200,426.3695817,490.92874,27.63748528
2020/9/5 0:19,10538183200,424.5297659,495.1137275,27.28055216
2020/9/5 0:19,10538183200,415.7208806,519.6359011,25.2730667
2020/9/5 0:19,10538183200,427.0387488,488.8485934,26.86904916
2020/9/5 0:19,10538183200,417.641059,493.308749,27.52890753
2020/9/5 0:19,10538183200,436.8664504,495.9229627,25.8007547
2020/9/5 0:19,10538183200,422.0160718,492.2417368,26.77490488
2020/9/5 0:19,10538183200,439.1531826,490.2311084,26.92624364
2020/9/5 0:19,10538183200,430.8077637,498.9751329,25.3555421
2020/9/5 0:19,10538183200,407.5593958,500.290541,26.91714674
2020/9/5 0:19,10538183200,420.5245544,512.2767499,25.49363629
2020/9/5 0:19,10538183200,415.6668587,494.9888621,27.61571375
2020/9/5 0:19,10538183200,428.8604493,514.9234954,27.12094041
2020/9/5 0:19,10538183200,422.4276405,514.8125978,25.53071847
2020/9/5 0:19,10538183200,418.9666246,518.0623373,27.30705587
2020/9/5 0:19,10538183200,416.0393154,490.7735385,25.7853967
2020/9/5 0:19,10538183200,410.7450402,508.0553664,25.56014955
2020/9/5 0:19,10538183200,415.3680374,496.5433684,26.92737443
2020/9/5 0:19,10538183200,423.9668502,508.5192992,25.49326621
2020/9/5 0:19,10538183200,428.4974812,517.2808349,26.50715329
2020/9/5 0:19,10538183200,431.8048047,500.344544,27.70683086
2020/9/5 0:19,10538183200,433.3786422,519.1726074,26.25704343
2020/9/5 0:19,10538183200,401.4969722,493.7705344,27.05049165
2020/9/5 0:19,10538183200,415.3524782,492.3554364,27.34592265
2020/9/5 0:19,10538183200,408.7861141,505.9874065,27.07410591
2020/9/5 0:19,10538183200,423.9107956,497.8124972,27.21581453
2020/9/5 0:19,10538183200,402.6187684,508.0531181,27.82615374
2020/9/5 0:19,10538183200,425.3131899,492.5694754,25.34229429
2020/9/5 0:19,10538183200,437.5187594,518.4965784,25.40523928
2020/9/5 0:19,10538183200,430.4259763,516.0488914,26.36758096
2020/9/5 0:19,10538183200,401.3691938,499.1336518,27.76214867
2020/9/5 0:19,10538183200,426.3110297,502.8154221,27.39795371
2020/9/5 0:19,10538183200,409.9303269,511.1388859,25.04684042
2020/9/5 0:19,10538183200,439.2570322,503.4618212,25.21733062
2020/9/5 0:19,10538183200,425.6861419,523.2086625,27.79566117
2020/9/5 0:19,10538183200,410.8926731,499.7457222,25.42466986
2020/9/5 0:19,10538183200,423.7436459,499.713803,26.43442826
2020/9/5 0:19,10538183200,428.0667059,521.4844209,24.68777237
2020/9/5 0:19,10538183200,434.5908054,520.735521,26.34815571
2020/9/5 0:19,10538183200,434.7780345,489.6091727,26.56791325
2020/9/5 0:19,10538183200,403.2648065,522.744066,27.33833483
2020/9/5 0:19,10538183200,422.0402276,504.6847979,24.22796357
2020/9/5 0:19,10538183200,409.0871423,523.4948693,27.86457797
2020/9/5 0:19,10538183200,404.4261924,486.8994215,26.35795019
2020/9/5 0:19,10538183200,423.6514877,509.8898724,26.46857763
2020/9/5 0:19,10538183200,413.3329865,495.7568061,26.43605032
2020/9/5 0:19,10538183200,432.8978047,519.2370634,26.24609699
2020/9/5 0:19,10538183200,431.0496231,493.2621497,25.32597314
2020/9/5 0:19,10538183200,418.1892565,508.1717712,27.47858527
2020/9/5 0:19,10538183200,410.5716334,492.5686752,26.91245448
2020/9/5 0:19,10538183200,439.1653592,487.3841257,26.87113091
2020/9/5 0:19,10538183200,431.2809811,495.1065884,27.47986977
2020/9/5 0:19,10538183200,410.3894278,501.5560896,27.70461536
2020/9/5 0:19,10538183200,429.5222369,515.7418941,24.20520594
2020/9/5 0:19,10538183200,432.8486896,522.3875454,27.80025268
2020/9/5 0:19,10538183200,418.9487732,493.0644375,27.44736594
2020/9/5 0:19,10538183200,419.4150362,500.2627512,27.49984754
2020/9/5 0:19,10538183200,428.8786097,511.6813701,26.73834343
2020/9/5 0:19,10538183200,413.3108837,491.020113,27.33663214
2020/9/5 0:19,10538183200,426.8657156,501.8184993,24.45157659
2020/9/5 0:19,10538183200,411.0069932,489.877939,27.16821795
2020/9/5 0:19,10538183200,421.5718202,505.9535067,25.02480945
2020/9/5 0:19,10538183200,409.3251476,516.7713998,27.76399557
2020/9/5 0:19,10538183200,425.9150554,504.563686,27.28626715
2020/9/5 0:19,10538183200,407.3807971,501.8867837,24.8188561
2020/9/5 0:19,10538183200,427.5530422,495.0354176,27.11586584
2020/9/5 0:19,10538183200,423.8253114,496.6559144,26.55975015
2020/9/5 0:19,10538183200,434.8273269,516.9308924,26.75540806
2020/9/5 0:19,10538183200,412.9124616,512.9586087,27.28478504
2020/9/5 0:19,10538183200,430.0121255,507.1023751,26.53389808
2020/9/5 0:19,10538183200,402.2456409,517.5898936,26.21165884
2020/9/5 0:19,10538183200,404.4740375,500.2470173,26.15504389
2020/9/5 0:19,10538183200,403.2093354,490.2076762,27.50355403
2020/9/5 0:19,10538183200,405.921944,523.6468528,25.53280166
2020/9/5 0:19,10538183200,427.1181764,513.1986647,24.67804973
2020/9/5 0:19,10538183200,401.6250635,499.5437343,25.70689646
2020/9/5 0:19,10538183200,418.8847808,495.6742485,27.15318427
2020/9/5 0:19,10538183200,422.4944755,498.5332624,24.39681916
2020/9/5 0:19,10538183200,429.7958283,491.3109607,24.30958997
2020/9/5 0:19,10538183200,402.8056979,516.897481,27.91218712
2020/9/5 0:19,10538183200,431.0994085,519.4554024,26.90853031
2020/9/5 0:19,10538183200,426.3369185,523.8835297,27.98335665
2020/9/5 0:19,10538183200,422.4695,500.137,27.4215
2020/9/5 0:19,10538183200,431.990895,509.2635274,26.14605014
2020/9/5 0:19,10538183200,415.3795571,490.2432828,25.76702552
2020/9/5 0:19,10538183200,405.1740552,510.8370909,26.4153691
2020/9/5 0:19,10538183200,413.9767859,490.1177904,27.40756045
2020/9/5 0:19,10538183200,429.0264944,495.0362115,24.56989336
2020/9/5 0:19,10538183200,436.1140193,515.3508461,24.89745281
2020/9/5 0:19,10538183200,402.6553843,510.6391353,26.67894253
2020/9/5 0:19,10538183200,429.0173848,496.3502457,24.81139153
2020/9/5 0:19,10538183200,424.1621934,510.1094683,25.47235226
2020/9/5 0:19,10538183200,401.4038344,498.6959645,24.49868826
2020/9/5 0:19,10538183200,414.4818125,503.0591066,28.01838775
2020/9/5 0:19,10538183200,414.335796,487.2364896,27.06303668
2020/9/5 0:19,10538183200,420.7710762,487.9617476,26.69603318
2020/9/5 0:19,10538183200,402.3923033,508.2200247,24.91921065
2020/9/5 0:19,10538183200,415.2255512,499.8254702,25.1556314
2020/9/5 0:19,10538183200,406.1213577,523.034375,27.33397774
2020/9/5 0:19,10538183200,416.8659261,507.7573124,25.65441987
2020/9/5 0:19,10538183200,429.5463332,507.6006277,24.37338865
2020/9/5 0:19,10538183200,435.2356435,508.880616,27.96388805
2020/9/5 0:19,10538183200,420.5199935,507.3708409,25.48755039
2020/9/5 0:19,10538183200,434.1289306,489.5081172,25.09494648
2020/9/5 0:19,10538183200,429.0101594,488.6917473,26.94861364
2020/9/5 0:19,10538183200,418.4610152,523.0961931,27.87652249
2020/9/5 0:19,10538183200,406.7101578,518.7622383,25.42281123
2020/9/5 0:19,10538183200,435.1101099,513.0226724,26.92970143
2020/9/5 0:19,10538183200,427.7038508,516.7219311,27.33810939
2020/9/5 0:19,10538183200,425.5191461,519.709331,24.48167757
2020/9/5 0:19,10538183200,403.1895638,487.7053954,26.17366745
2020/9/5 0:19,10538183200,406.7380463,490.9540809,25.16079171
2020/9/5 0:19,10538183200,408.142814,496.9779902,27.36820655
2020/9/5 0:19,10538183200,433.8398977,512.537319,27.17996452
2020/9/5 0:19,10538183200,436.7510255,490.1606513,27.25862742
2020/9/5 0:19,10538183200,416.2979329,503.3715814,27.39534467
2020/9/5 0:19,10538183200,411.5976248,489.9831835,26.86857685
2020/9/5 0:19,10538183200,436.706702,498.5085069,25.59362959
2020/9/5 0:19,10538183200,415.6049028,505.9483778,27.8966892
2020/9/5 0:19,10538183200,411.3548378,521.8423863,25.68919832
2020/9/5 0:19,10538183200,410.1335167,501.0438422,25.94386066
2020/9/5 0:19,10538183200,422.1622661,502.9987027,26.03138558
2020/9/5 0:19,10538183200,422.0625302,495.8319431,25.35114466
2020/9/5 0:19,10538183200,430.9190792,512.6591117,25.62793339
2020/9/5 0:19,10538183200,428.7565704,498.4542478,24.36786665
2020/9/5 0:19,10538183200,422.5798719,509.9013952,25.32586201
2020/9/5 0:19,10538183200,402.6477614,487.0662121,27.91029051
2020/9/5 0:19,10538183200,402.029986,501.739645,26.67645572
